post_id,user_id,username,text,hashtags,mentions,timestamp,like_count,reply_count,retweet_count,quote_count,bookmark_count,impressions,followers_count,following_count,verified,bio,location,language,is_reply,in_reply_to_user_id,referenced_tweet_id,referenced_tweet_type,gender,age_group,region,demographic_source,conversation_id,display_name,category,verified_type
1900000000007040276,3000257740,calebochoa,"@bjornyamamoto Appreciate the breakdown, saving this.",,bjornyamamoto,2025-11-26T17:56:12.000Z,3,0,0,0,0,419,14,202,False,"High School Teacher. Two kids, one dog, zero free time. Always learning.","Melbourne, Australia",en,True,3000022775,1900000000001720989,replied_to,Female,45-54,Asia-Pacific,self-reported (onboarding survey),1900000000001720989,Caleb Ochoa,Humor & Memes,none
1900000000013528631,3000238066,ethan.holm,This is the most level-headed thing I've read on a quiet off-season destination in a six months.,Travel;Backpacking;TravelTips,,2025-11-26T18:47:16.000Z,99,29,15,3,8,3887,712,139,False,"Political Analyst. Trying to post less, failing consistently. Views are my own.","Bangkok, Thailand",th,False,,1900000000001974580,quoted,Male,25-34,Asia-Pacific,third-party data panel,1900000000013528631,Ethan Holm,Travel,none
1900000000004971244,3000257740,calebochoa,@cyrus.bianchi Genuinely didn't expect to agree with this take but here we are.,CivicEngagement,cyrus.bianchi,2025-11-26T18:48:29.000Z,69,16,10,0,13,2698,14,202,False,"High School Teacher. Two kids, one dog, zero free time. Always learning.","Melbourne, Australia",en,True,3000004968,1900000000000383205,replied_to,Female,45-54,Asia-Pacific,self-reported (onboarding survey),1900000000000023846,Caleb Ochoa,Politics,none
1900000000001141368,3000035219,theueda,Bookmarking this take on referee replay reviews for later.,Basketball;Football,diegonovak,2025-11-26T19:44:21.000Z,161,30,5,1,38,2557,2699,285,False,"Data Scientist. Trying to post less, failing consistently. Recovering perfectionist.","Berlin, Germany",de,False,,1900000000000644407,quoted,Male,65+,Europe,ML-inferred (profile+text model),1900000000001141368,Divya Ueda,Sports,none
1900000000009722799,3000140592,emil_weiss,@nina_alvarado This tracks with what a small local team reported too.,Relatable;Mood;SendHelp,nina_alvarado,2025-11-26T20:25:21.000Z,118,24,4,0,11,2148,2300,297,False,Stand-up Comedian. Trying to make things a little better.,"Manila, Philippines",en,True,3000091050,1900000000007626076,replied_to,Male,25-34,Asia-Pacific,platform-provided estimate,1900000000007626076,Emil Weiss,Humor & Memes,none
1900000000007188178,3000078935,idubois,"Reminder that a beloved brand's rebrand is not the same thing as a size-inclusive line launch, even though everyone keeps conflating the two.",OOTD;Fashion,,2025-11-26T21:01:43.000Z,34,1,6,1,4,845,231,64,False,Travel Blogger. Writing about it as I go. Recovering perfectionist.,"Tel Aviv, Israel",en,False,,,,Female,25-34,Middle East & Africa,ML-inferred (profile+text model),1900000000007188178,Ingrid Dubois,Fashion & Beauty,none
1900000000008300886,3000032435,vossamina,@silvatariq This tracks with what Pinecrest Foods reported too.,Brunch,silvatariq,2025-11-26T21:42:49.000Z,520,126,100,33,131,9401,23871,108,True,Copywriter. Plant parent.,"Seoul, South Korea",ko,True,3000251921,1900000000001104848,replied_to,Male,25-34,Asia-Pacific,platform-provided estimate,1900000000001104848,Amina Voss,Food & Drink,blue
1900000000003117620,3000106673,okonkwomalik,@liamrey83 Genuinely didn't expect to agree with this take but here we are.,Nursing;Medicine,liamrey83,2025-11-26T23:12:23.000Z,142,28,9,1,15,3257,988,499,True,Sports Reporter. Occasionally I know what I'm talking about. Not a financial advisor.,"Sydney, Australia",en,True,3000218397,1900000000002176533,replied_to,Male,18-24,Asia-Pacific,ML-inferred (profile+text model),1900000000002176533,Malik Okonkwo,Healthcare,government
1900000000014355655,3000302895,njorogeaaliyah,@kirankau56 Respectfully disagree. a shelter adoption event matters less than a cat's 3am zoomies in practice.,AdoptDontShop;CatsOfTwitter,kirankau56,2025-11-26T23:27:49.000Z,178,29,19,2,28,3190,42,36,False,Game Developer. Writing about it as I go. Retweets are not endorsements.,"Zurich, Switzerland",de,True,3000345648,1900000000012790922,replied_to,Male,25-34,Europe,census-calibrated estimate,1900000000012790922,Aaliyah Njoroge,Pets & Animals,none
1900000000005816057,3000027554,elenakaur,"RT @cyruscos16: Reminder to myself: on-chain governance turnout is moving faster than most projections assumed. Meridian DAO's latest numbers show a 50.5% change over the last cycle, and still forming an opinion, open to being convinced otherwise.",,,2025-11-27T00:11:09.000Z,145,20,22,9,11,1927,69,107,False,Investment Analyst. Occasional hot takes.,"Manila, Philippines",en,False,,1900000000004776388,retweeted,Male,55-64,Asia-Pacific,inferred from engagement graph,1900000000005816057,Elena Kaur,Crypto & Web3,none
1900000000011572333,3000332692,divya_park,@glindqvist this aged well given what Fable & Frame Studios just did.,Reading,glindqvist,2025-11-27T00:44:04.000Z,51,4,2,0,7,1606,1453,742,False,Textile Designer. Writing about it as I go. Occasional hot takes.,"Accra, Ghana",en,True,3000257341,1900000000011425645,replied_to,Non-binary,55-64,Middle East & Africa,third-party data panel,1900000000011425645,Divya Park,Books & Literature,none
1900000000007342195,3000257740,calebochoa,Been tracking a curriculum overhaul fight for a month now — the 26.2% figure everyone's citing needs more context than it's getting.,Education;Students,,2025-11-27T02:09:50.000Z,75,13,21,3,14,3724,14,202,False,"High School Teacher. Two kids, one dog, zero free time. Always learning.","Melbourne, Australia",en,False,,,,Female,45-54,Asia-Pacific,self-reported (onboarding survey),1900000000007342195,Caleb Ochoa,Education,none
1900000000014463266,3000215036,naomi_havel,@yaradiallo Following up on this — Northlantern Press shared something similar last month.,Books,yaradiallo,2025-11-27T02:20:01.000Z,278,38,73,9,31,3522,988,70,False,Stand-up Comedian. Writing about it as I go. she/her,"Manila, Philippines",en,True,3000179327,1900000000005944143,replied_to,Female,45-54,Asia-Pacific,inferred from engagement graph,1900000000003537692,Naomi Havel,Books & Literature,none
1900000000007815384,3000201981,amarabasha,@priyansh.dubois This tracks with what a small local team reported too.,AdoptDontShop;CatsOfTwitter,priyansh.dubois,2025-11-27T03:36:41.000Z,130,26,9,0,28,3228,1181,104,False,Photographer. Writing about it as I go. Ask me anything.,"Stockholm, Sweden",en,True,3000097617,1900000000001168722,replied_to,Female,18-24,Europe,ML-inferred (profile+text model),1900000000001168722,Amara Basha,Pets & Animals,none
1900000000007898614,3000147711,chloe.cabrera,@priyansh_nakamu Completely agree — a beloved venue closing has been underrated for a while.,,priyansh_nakamu,2025-11-27T05:01:57.000Z,2,0,0,0,0,376,286,218,False,Marketing Strategist. Formerly at a much smaller company. Here for the discourse.,"Seattle, WA",en,True,3000243107,1900000000005047865,replied_to,Male,25-34,North America,ML-inferred (profile+text model),1900000000001843020,Chloe Cabrera,Music,none
1900000000006970567,3000206609,aidencastellano,Live thoughts on cross-play matchmaking issues: this is moving quicker than the usual cycle timeline. Watching Ironpeak Games closely.,Gaming,,2025-11-27T05:08:58.000Z,43,10,10,0,11,1761,202,232,False,Veterinarian. Writing about it as I go. Not a financial advisor.,"Cairo, Egypt",ar,False,,,,Female,18-24,Middle East & Africa,platform-provided estimate,1900000000006970567,Aiden Castellano,Gaming,none
1900000000011069404,3000046141,gustavo.marchet,"Question for people closer to a quiet off-season destination than me — is the 14.6% figure from Kestrel Airlines holding up under real conditions, or is that a best-case number?",,,2025-11-27T05:49:34.000Z,498,114,160,10,108,10985,246,118,False,"Data Engineer. Trying to post less, failing consistently. he/him","Cape Town, South Africa",en,False,,,,Male,45-54,Middle East & Africa,inferred from engagement graph,1900000000011069404,Gustavo Marchetti,Travel,none
1900000000007439846,3000022674,tobiashol26,"@kenji_alvarado lol yep, called it.",Cooking,kenji_alvarado,2025-11-27T05:53:45.000Z,137,28,18,7,6,2776,1751,15,False,"Sports Reporter. Two kids, one dog, zero free time. Retweets are not endorsements.","Seoul, South Korea",ko,True,3000105221,1900000000000555148,replied_to,Female,25-34,Asia-Pacific,inferred from engagement graph,1900000000000012920,Tobias Holm,Food & Drink,none
1900000000012705057,3000373617,kaoki,Quick thought: this is exactly the kind of nuance missing from most dollar strength versus emerging markets coverage.,Economy,msorensen,2025-11-27T06:22:15.000Z,197,46,57,16,48,2813,136,126,False,Environmental Consultant. Writing about it as I go. Dog parent.,"Mumbai, India",en,False,,1900000000007646895,quoted,Male,25-34,Asia-Pacific,self-reported (onboarding survey),1900000000012705057,Kwame Aoki,Finance,none
1900000000008729712,3000070618,aaliyah.chen,@kwamedubois This tracks with what Cascadia Grid Authority reported too.,,kwamedubois,2025-11-27T06:38:43.000Z,21,4,6,1,3,994,258,285,False,Copywriter. Recovering perfectionist.,"Jakarta, Indonesia",id,True,3000231166,1900000000005970585,replied_to,Female,35-44,Asia-Pacific,ML-inferred (profile+text model),1900000000005970585,Aaliyah Chen,Climate & Energy,none
1900000000009171310,3000197972,kapoorlayla,"Me, once again, choosing a spontaneous day trip over my responsibilities.",,,2025-11-27T06:54:46.000Z,172,30,7,2,46,3596,356,381,False,Music Producer. Occasionally I know what I'm talking about. Opinions subject to change.,"Bengaluru, India",en,False,,,,Female,18-24,Asia-Pacific,third-party data panel,1900000000009171310,Layla Kapoor,Lifestyle,none
1900000000011013846,3000257740,calebochoa,"Reminder that charging network reliability is not the same thing as autonomous driving safety data, even though everyone keeps conflating the two.",CarTwitter;EVs,,2025-11-27T08:05:30.000Z,64,17,2,0,16,2203,14,202,False,"High School Teacher. Two kids, one dog, zero free time. Always learning.","Melbourne, Australia",en,False,,,,Female,45-54,Asia-Pacific,self-reported (onboarding survey),1900000000011013846,Caleb Ochoa,Automotive,none
1900000000000552592,3000080851,yamamotofreya,"@rosaweiss Appreciate the breakdown, saving this.",,rosaweiss,2025-11-27T08:11:45.000Z,579,129,197,66,82,12298,29424,15,False,Software Engineer. Formerly at a much smaller company. Here for the discourse.,"Paris, France",fr,True,3000022870,1900000000000150049,replied_to,Male,25-34,Europe,third-party data panel,1900000000000050503,Freya Yamamoto,Fashion & Beauty,none
1900000000012639793,3000068480,layla.naidoo,@noor.njoroge Wish more people were talking about a home gym setup instead of just a new running PR.,,noor.njoroge,2025-11-27T09:41:56.000Z,161,6,17,6,36,2213,374,175,False,Game Developer. Retweets are not endorsements.,"Denver, CO",en,True,3000071672,1900000000002436211,replied_to,Female,18-24,North America,census-calibrated estimate,1900000000002436211,Layla Naidoo,Fitness & Wellness,none
1900000000010924465,3000254754,larsenmaya,"@isabella_basha This. NFT royalty enforcement is the actual bottleneck here, not on-chain governance turnout.",Ethereum,isabella_basha,2025-11-27T10:02:25.000Z,246,36,75,23,61,9507,16233,423,False,Independent Journalist. Ask me anything.,"New York, NY",en,True,3000191044,1900000000006765105,replied_to,Female,45-54,North America,inferred from engagement graph,1900000000006765105,Maya Larsen,Crypto & Web3,none
1900000000008476493,3000115385,arjun.costa,"RT @vossamina: Just spent an hour reading about methane leak detection. Three things stood out: cost, adoption speed, and how Tidewater Renewables is positioning against everyone else.",CleanEnergy,,2025-11-27T10:12:43.000Z,22,5,4,0,4,1806,146,177,False,Game Developer. Ask me anything.,"Accra, Ghana",en,False,,1900000000003747959,retweeted,Female,18-24,Middle East & Africa,platform-provided estimate,1900000000008476493,Arjun Costa,Climate & Energy,none
1900000000001079342,3000232740,ximenasilva,"Not sure I fully agree, but this is a good articulation of the coaching carousel rumors debate.",Soccer;GameDay;Sports,,2025-11-27T10:18:21.000Z,25,4,2,0,1,1603,751,77,True,"Environmental Consultant. Trying to post less, failing consistently. Trying to make things a little better.","Bengaluru, India",en,False,,1900000000001041223,quoted,Female,35-44,Asia-Pacific,self-reported (onboarding survey),1900000000001079342,Ximena Silva,Sports,blue
1900000000006051752,3000154715,rowansil47,@bjorn.adeyemi Curious how this plays out over the next season.,,bjorn.adeyemi,2025-11-27T10:31:32.000Z,202,29,41,18,34,3597,985,236,False,Political Analyst. Views are my own.,"Milan, Italy",it,True,3000095703,1900000000005934395,replied_to,Male,25-34,Europe,ML-inferred (profile+text model),1900000000005934395,Rowan Silva,Books & Literature,none
1900000000008485830,3000147272,lindbergpriyans,@nina_alvarado Respectfully disagree. sleep tracking obsession matters less than a wearable's questionable heart-rate data in practice.,,nina_alvarado,2025-11-27T10:53:38.000Z,19,2,3,0,2,1087,34,502,False,"Civil Engineer. Two kids, one dog, zero free time. Plant parent.","Denver, CO",en,True,3000091050,1900000000008207026,replied_to,Male,18-24,North America,inferred from engagement graph,1900000000008207026,Priyansh Lindberg,Fitness & Wellness,none
1900000000008135139,3000113080,bjornwei30,"@leilabergström Not sure I buy the 18.7% number, but directionally this tracks.",Parenting,leilabergström,2025-11-27T12:31:28.000Z,39,2,12,0,8,2290,831,390,False,"Textile Designer. Two kids, one dog, zero free time. Ask me anything.","Lisbon, Portugal",pt,True,3000054288,1900000000006529646,replied_to,Male,25-34,Europe,third-party data panel,1900000000000280637,Bjorn Weiss,Parenting & Family,none
1900000000013906713,3000281249,lueda,@vossamina Following up on this — Solmere Power shared something similar last year.,RenewableEnergy,vossamina,2025-11-27T12:52:04.000Z,129,36,12,0,16,3260,236,82,False,Product Manager. Plant parent.,"Melbourne, Australia",en,True,3000032435,1900000000003118444,replied_to,Female,18-24,Asia-Pacific,ML-inferred (profile+text model),1900000000003118444,Lena Ueda,Climate & Energy,none
1900000000008373556,3000071321,nooriye13,"@therahman Not sure I buy the 40.4% number, but directionally this tracks.",Gamer,therahman,2025-11-27T12:52:13.000Z,123,26,24,2,10,2842,166,100,False,"Product Designer. Two kids, one dog, zero free time. Trying to make things a little better.","Stockholm, Sweden",en,True,3000000943,1900000000006480110,replied_to,Male,35-44,Europe,third-party data panel,1900000000006480110,Noor Iyer,Gaming,none
1900000000012135894,3000186350,owencas63,"a translated work going viral and an indie bookstore reopening are basically the whole story of this couple of weeks, and I don't think most coverage has caught up.",BookTwitter,,2025-11-27T14:07:29.000Z,176,45,17,0,21,2688,3199,181,True,Software Engineer. Here for the discourse.,"Toronto, Canada",en,False,,,,Female,25-34,North America,self-reported (onboarding survey),1900000000012135894,Owen Castellano,Books & Literature,blue
1900000000001233689,3000071183,gpark,"@lucashad16 Not sure I buy the 8.8% number, but directionally this tracks.",,lucashad16,2025-11-27T14:43:19.000Z,6,0,1,0,1,108,10,99,False,"Startup Founder. Two kids, one dog, zero free time. Based in Tel Aviv.","Tel Aviv, Israel",en,True,3000211672,1900000000000269811,replied_to,Female,18-24,Middle East & Africa,third-party data panel,1900000000000269811,Gustavo Park,Travel,none
1900000000003760393,3000052173,tomasadeyemi,@anasuzuki Curious how this plays out over the next year.,StyleTips,anasuzuki,2025-11-27T14:59:43.000Z,8,0,1,0,1,1328,214,171,False,Game Developer. Mostly here for the memes.,"Jakarta, Indonesia",id,True,3000053550,1900000000000415297,replied_to,Male,18-24,Asia-Pacific,ML-inferred (profile+text model),1900000000000415297,Tomas Adeyemi,Fashion & Beauty,none
1900000000000643640,3000157197,holmjonah,Live thoughts on validator decentralization metrics: this is moving quicker than the usual couple of weeks timeline. Watching Meridian DAO closely.,Web3,,2025-11-27T15:38:23.000Z,66,11,11,0,6,1536,345,378,False,"Urban Planner. Two kids, one dog, zero free time. they/them","Mumbai, India",en,False,,,,Male,55-64,Asia-Pacific,ML-inferred (profile+text model),1900000000000643640,Jonah Holm,Crypto & Web3,none
1900000000006305662,3000234261,yukilindberg,@naomi_havel Completely agree — a book club pick everyone's fighting about has been underrated for a while.,Reading;BookTwitter,naomi_havel,2025-11-27T15:52:19.000Z,56,10,13,1,14,2195,45,125,False,Product Designer. Here for the discourse.,"Sydney, Australia",en,True,3000215036,1900000000000765023,replied_to,Female,25-34,Asia-Pacific,ML-inferred (profile+text model),1900000000000147882,Yuki Lindberg,Books & Literature,none
1900000000012698983,3000002614,miloaoki,@calebochoa Wish more people were talking about used car price swings instead of just a recall affecting older models.,,calebochoa,2025-11-27T16:49:32.000Z,94,7,20,1,11,1582,351,140,False,Startup Founder. Occasionally I know what I'm talking about. Coffee-powered.,"Denver, CO",en,True,3000257740,1900000000010132652,replied_to,Female,18-24,North America,ML-inferred (profile+text model),1900000000010132652,Milo Aoki,Automotive,none
1900000000005458495,3000215036,naomi_havel,So Solmere Power quietly made a move on grid-scale battery storage. Nobody's talking about it yet but they will be within a quarter.,EVs;Sustainability;CleanEnergy,,2025-11-27T17:43:10.000Z,182,48,52,17,33,3496,988,70,False,Stand-up Comedian. Writing about it as I go. she/her,"Manila, Philippines",en,False,,,,Female,45-54,Asia-Pacific,inferred from engagement graph,1900000000005458495,Naomi Havel,Climate & Energy,none
1900000000014675959,3000073585,elifochoa,@yukilindberg Completely agree — airline schedule cuts has been underrated for a while.,Wanderlust;DigitalNomad,yukilindberg,2025-11-27T18:13:31.000Z,3035,671,1031,118,514,129661,1746,152,False,Urban Planner. Occasionally I know what I'm talking about. Opinions subject to change.,"New York, NY",en,True,3000234261,1900000000002841090,replied_to,Non-binary,25-34,North America,third-party data panel,1900000000001954811,Elif Ochoa,Travel,none
1900000000005896202,3000138082,petrovpriya,"RT @holmjonah: Just spent an hour reading about deep-sea biodiversity surveys. Three things stood out: cost, adoption speed, and how Tidewater Marine Institute is positioning against everyone else.",NASA,,2025-11-27T18:34:13.000Z,117,20,25,3,25,2498,877,1081,True,Freelance Writer. Occasionally I know what I'm talking about. Mostly here for the memes.,"Montreal, Canada",fr,False,,1900000000002006291,retweeted,Male,25-34,North America,census-calibrated estimate,1900000000005896202,Priya Petrov,Science & Space,blue
1900000000011148471,3000011806,elifcastellano,@diallokwame Wish more people were talking about open-source tooling adoption instead of just developer experience tooling.,Startups;SoftwareEngineering,diallokwame,2025-11-27T19:23:25.000Z,16,0,0,0,3,4168,1750,51,True,"Photographer. Two kids, one dog, zero free time. Retweets are not endorsements.","Lima, Peru",es,True,3000040921,1900000000004995344,replied_to,Male,35-44,Latin America,ML-inferred (profile+text model),1900000000004995344,Elif Castellano,Technology,business
1900000000012813032,3000069740,hassanrey97,RT @noorkow53: 15.7% swing since last month and a redesigned flagship model still manages to surprise me.,Cars;Automotive,,2025-11-27T19:30:23.000Z,157,43,38,15,22,2820,126,359,False,"Environmental Consultant. Trying to post less, failing consistently. Long-time lurker, occasional poster.","Dublin, Ireland",en,False,,1900000000006161364,retweeted,Female,18-24,Europe,platform-provided estimate,1900000000012813032,Hassan Reyes,Automotive,none
1900000000010867906,3000069740,hassanrey97,@gretamor42 Can you share where the 61.9% figure came from?,,gretamor42,2025-11-27T19:43:59.000Z,346,29,73,2,27,3942,126,359,False,"Environmental Consultant. Trying to post less, failing consistently. Long-time lurker, occasional poster.","Dublin, Ireland",en,True,3000174296,1900000000001383788,replied_to,Female,18-24,Europe,platform-provided estimate,1900000000001383788,Hassan Reyes,Sports,none
1900000000012319828,3000114520,astridsol45,"Genuinely, a beloved series finale is moving faster than most projections assumed. Fable & Frame Studios's latest numbers show a 17.6% change over the last couple of weeks, and the second-order effects are the interesting part.",,,2025-11-27T20:21:05.000Z,60,17,4,0,11,1052,276,70,False,Marketing Strategist. Formerly at a much smaller company. Mostly here for the memes.,"Nairobi, Kenya",en,False,,,,Female,35-44,Middle East & Africa,third-party data panel,1900000000012319828,Astrid Solberg,Books & Literature,none
1900000000012365790,3000376257,malikholm,@trujillofelix Respectfully disagree. charging network reliability matters less than EV range anxiety persisting in practice.,Automotive;Cars,trujillofelix,2025-11-27T20:25:15.000Z,207,59,61,15,14,2985,168,50,False,"Chef & Recipe Developer. Two kids, one dog, zero free time. Ask me anything.","Amsterdam, Netherlands",en,True,3000298623,1900000000010759214,replied_to,Male,25-34,Europe,ML-inferred (profile+text model),1900000000010759214,Malik Holm,Automotive,none
1900000000007563001,3000215036,naomi_havel,NFT royalty enforcement. No further questions.,,,2025-11-27T20:31:58.000Z,52,4,13,4,1,1272,988,70,False,Stand-up Comedian. Writing about it as I go. she/her,"Manila, Philippines",en,False,,,,Female,45-54,Asia-Pacific,inferred from engagement graph,1900000000007563001,Naomi Havel,Crypto & Web3,none
1900000000006710397,3000087992,aschmidt,"@calebdubois Same experience here, honestly thought it was just me.",Politics;LocalNews;Policy,calebdubois,2025-11-27T21:22:26.000Z,19,5,4,1,2,2666,1013,24,False,"Political Analyst. Trying to post less, failing consistently. Building in public.","Athens, Greece",el,True,3000102773,1900000000005367099,replied_to,Male,18-24,Europe,ML-inferred (profile+text model),1900000000005367099,Amina Schmidt,Politics,none
1900000000001794534,3000033918,thelarsen,"If you work anywhere near dollar strength versus emerging markets, the next year matters more than usual. Ironpeak Holdings is setting the pace and everyone else is reacting.",,,2025-11-27T21:45:45.000Z,81,20,9,0,19,3915,1191,128,False,"Financial Planner. Two kids, one dog, zero free time. Opinions subject to change.","Stockholm, Sweden",en,False,,,,Male,45-54,Europe,third-party data panel,1900000000001794534,Tenzin Larsen,Finance,none
1900000000002290323,3000025707,rahmanidris,"RT @iyerximena: Question for people closer to a lunar mission timeline slip than me — is the 29.7% figure from Orbiton Labs holding up under real conditions, or is that a best-case number?",,,2025-11-27T21:50:02.000Z,316,34,71,19,26,7071,6382,26,False,"Travel Blogger. Trying to post less, failing consistently. Views are my own.","Milan, Italy",it,False,,1900000000000603532,retweeted,Male,35-44,Europe,self-reported (onboarding survey),1900000000002290323,Idris Rahman,Science & Space,none
1900000000006337406,3000125576,cyrusand55,"Unpopular opinion maybe, but this is exactly the kind of nuance missing from most Mondays in general coverage.",,,2025-11-27T22:29:17.000Z,243,49,55,6,44,3386,2021,10,False,"Climate Researcher. Formerly at a much smaller company. Long-time lurker, occasional poster.","Athens, Greece",el,False,,1900000000005083323,quoted,Female,25-34,Europe,self-reported (onboarding survey),1900000000006337406,Cyrus Andersen,Humor & Memes,none
1900000000007268818,3000064242,larsenamara,@weissaaliyah Curious how this plays out over the next cycle.,Parenting,weissaaliyah,2025-11-27T22:54:40.000Z,20,2,6,0,2,1914,7,38,False,"Environmental Consultant. Two kids, one dog, zero free time. Building in public.","São Paulo, Brazil",pt,True,3000185988,1900000000001583506,replied_to,Female,18-24,Latin America,census-calibrated estimate,1900000000000626010,Amara Larsen,Parenting & Family,none
1900000000008358041,3000008018,themarchetti,"@leila.pham lol yep, called it.",DogsOfTwitter,leila.pham,2025-11-27T22:57:08.000Z,23,1,5,1,5,4184,5576,97,True,Travel Blogger. they/them,"Manila, Philippines",en,True,3000243722,1900000000005521613,replied_to,Male,35-44,Asia-Pacific,ML-inferred (profile+text model),1900000000005521613,Noor Marchetti,Pets & Animals,blue
1900000000001289509,3000219967,ibrahimpriyansh,"@uedacaleb Appreciate the breakdown, saving this.",,uedacaleb,2025-11-27T23:01:49.000Z,179,7,60,10,13,2407,4200,15,False,"Union Organizer. Slow to reply, fast to overthink.","Bangkok, Thailand",th,True,3000208344,1900000000001113922,replied_to,Male,25-34,Asia-Pacific,self-reported (onboarding survey),1900000000001113922,Priyansh Ibrahim,Fitness & Wellness,none
1900000000003975020,3000204815,rafaelmul48,@tenzinandersen Following up on this — Blueharbor Financial shared something similar last couple of weeks.,Fintech;Finance,tenzinandersen,2025-11-27T23:40:59.000Z,295,84,52,8,33,4340,1299,1568,False,Product Manager. Writing about it as I go. Retweets are not endorsements.,"Zurich, Switzerland",de,True,3000042911,1900000000002317452,replied_to,Male,25-34,Europe,ML-inferred (profile+text model),1900000000001843020,Rafael Muller,Finance,none
1900000000007736582,3000215036,naomi_havel,RT @vossamina: 14.9% swing since last few days and food delivery fee transparency still manages to surprise me.,Cooking,,2025-11-28T01:13:08.000Z,244,10,45,16,40,2355,988,70,False,Stand-up Comedian. Writing about it as I go. she/her,"Manila, Philippines",en,False,,1900000000002674274,retweeted,Female,45-54,Asia-Pacific,inferred from engagement graph,1900000000007736582,Naomi Havel,Food & Drink,none
1900000000000493656,3000039608,kofifarouk,@miramoreau Genuinely didn't expect to agree with this take but here we are.,Mood,miramoreau,2025-11-28T01:25:25.000Z,111,11,6,2,28,3324,31,367,False,Podcast Host. Opinions subject to change.,"Vancouver, Canada",en,True,3000040112,1900000000000190363,replied_to,Female,45-54,North America,ML-inferred (profile+text model),1900000000000000116,Kofi Farouk,Humor & Memes,none
1900000000011647168,3000215036,naomi_havel,RT @hiro_girard: 54.1% swing since last couple of weeks and the awards-season buzz still manages to surprise me.,PopCulture,,2025-11-28T01:26:15.000Z,92,24,12,2,10,2632,988,70,False,Stand-up Comedian. Writing about it as I go. she/her,"Manila, Philippines",en,False,,1900000000003298905,retweeted,Female,45-54,Asia-Pacific,inferred from engagement graph,1900000000011647168,Naomi Havel,Entertainment,none
1900000000011196023,3000298374,kwame.muller,"Honestly, rural clinic closures. That's the whole tweet.",Healthcare;MentalHealth;Nursing,,2025-11-28T03:04:06.000Z,213,39,47,6,41,2925,2875,162,False,"Sports Reporter. Two kids, one dog, zero free time. Mostly here for the memes.","Denver, CO",en,False,,,,Female,25-34,North America,third-party data panel,1900000000011196023,Kwame Muller,Healthcare,none
1900000000009045919,3000199306,arjun.rahman,@chloe_njoroge Nothing like a slow Sunday morning to completely reset a six months.,Lifestyle;SelfCare;SlowLiving,chloe_njoroge,2025-11-28T03:06:18.000Z,249,48,81,33,15,2448,42,89,False,Marketing Strategist. Writing about it as I go. Mostly here for the memes.,"Nairobi, Kenya",en,False,,,,Male,25-34,Middle East & Africa,third-party data panel,1900000000009045919,Arjun Rahman,Lifestyle,none
1900000000011409926,3000104851,nikolaioka48,"18.8% is doing a lot of work in this thread, but the underlying point about a wearable's questionable heart-rate data still stands.",Running;SelfImprovement;GymLife,,2025-11-28T04:01:27.000Z,36,2,6,1,2,762,168,309,False,Chef & Recipe Developer. Opinions subject to change.,"Toronto, Canada",en,False,,1900000000000043454,quoted,Male,55-64,North America,third-party data panel,1900000000011409926,Nikolai Okafor,Fitness & Wellness,none
1900000000010552096,3000160273,kowalskidivya,Been thinking about this all week — this is exactly the kind of nuance missing from most a bird that learned a new word coverage.,DogsOfTwitter,vossamina,2025-11-28T04:53:06.000Z,66,17,11,0,9,2152,2015,517,False,Stand-up Comedian. Formerly at a much smaller company. Always learning.,"Montreal, Canada",fr,False,,1900000000010523395,quoted,Female,25-34,North America,ML-inferred (profile+text model),1900000000010552096,Divya Kowalski,Pets & Animals,none
1900000000012604658,3000071052,cyrusdiallo,"@kapoorlayla Appreciate the breakdown, saving this.",Education;HigherEd;EdTech,kapoorlayla,2025-11-28T05:12:25.000Z,648,131,209,8,80,149319,1623,39,False,Investment Analyst. Occasionally I know what I'm talking about. Opinions subject to change.,"Mumbai, India",en,True,3000197972,1900000000011139034,replied_to,Male,35-44,Asia-Pacific,inferred from engagement graph,1900000000011139034,Cyrus Diallo,Education,none
1900000000010500587,3000203012,dhaddad,"Not sure I fully agree, but this is a good articulation of the seasonal produce shortages debate.",Coffee,,2025-11-28T05:47:41.000Z,31,1,8,2,1,899,460,226,False,"Startup Founder. Two kids, one dog, zero free time. he/him","Melbourne, Australia",en,False,,1900000000002430705,quoted,Male,18-24,Asia-Pacific,third-party data panel,1900000000010500587,Divya Haddad,Food & Drink,none
1900000000014015683,3000002614,miloaoki,"@kowalskiastrid This. the group project experience is the actual bottleneck here, not the eternal struggle of laundry.",SendHelp;Relatable;Mood,kowalskiastrid,2025-11-28T06:07:31.000Z,18,3,5,1,4,501,351,140,False,Startup Founder. Occasionally I know what I'm talking about. Coffee-powered.,"Denver, CO",en,True,3000076093,1900000000006282760,replied_to,Female,18-24,North America,ML-inferred (profile+text model),1900000000006282760,Milo Aoki,Humor & Memes,none
1900000000001203751,3000123921,leila.lindqvist,"47.3% is doing a lot of work in this thread, but the underlying point about Mondays in general still stands.",,,2025-11-28T06:09:26.000Z,110,18,20,2,20,3733,1849,105,False,"Sports Reporter. Two kids, one dog, zero free time. Occasional hot takes.","Montreal, Canada",fr,False,,1900000000000706716,quoted,Female,25-34,North America,inferred from engagement graph,1900000000001203751,Leila Lindqvist,Humor & Memes,none
